customer_id,customer_name,email,phone,gender,date_of_birth,city,state,registration_date,loyalty_points,status
C0227,Rahul Iyer,rahuliyer@email.com,39856324,Female,1987-12-20,Jaipur,Uttar Pradesh,24/12/2023,ten,active
C0228, Pooja Iyer ,poojaiyer@email.com,18969090,Female,12/10/1991,Kolkata,Telangana,2023-11-02,1297,active
C0229,Neha Kapoor,nehakapoor@email.com,38384249,Male,1991/03/15,Delhi,Uttar Pradesh,2024/11/07,,Inactive
C0230,Amit Sharma,amitsharma@email.com,19305219,Male,1999/09/14,Pune,Tamil Nadu,03/12/2024,ten,Inactive
C0231,Sneha Malhotra,snehamalhotra@email.com,24928326,Male,26-09-1991,Pune,Maharashtra,2023/08/16,701,Active
C0232,Rohan Rao,rohanrao@email.com,23219065,Male,1992/06/07,Lucknow,Tamil Nadu,2024-05-27,1049,Inactive
C0233,Arjun Malhotra,arjunmalhotra@email.com,26261025,Male,11-09-1991,Pune,Karnataka,24/03/2023,381,active
C0234,Amit Kapoor,amitkapoor@email.com,12066015,Male,26/03/1999,Bangalore,Uttar Pradesh,10/10/2024,660,active
C0235,Arjun Iyer,arjuniyer@email.com,23200926,Male,1991-02-30,Delhi,Delhi,03-10-2024,1193,Active
C0236,Sneha Das,snehadas@email.com,15711898,Female,1987/11/23,Jaipur,Karnataka,17/12/2023,442,active
C0237,Pooja Singh,poojasingh@email.com,not_available,Male,1991-02-30,Mumbai,Rajasthan,2024-12-29,,active
C0238,Rohan Malhotra,rohanmalhotra@email.com,not_available,Male,1991-02-30,Jaipur,West Bengal,2024-01-25,,Inactive
C0239,Rohan Iyer,rohaniyer@email.com,38744243,Male,2000-09-28,Jaipur,Maharashtra,2024-06-07,ten,active
C0240,Neha Verma,nehaverma@email.com,28860666,Female,01-03-1996,Bangalore,Delhi,15/07/2024,ten,Active
C0241,Meena Kapoor,meenakapoor@email.com,20575623,Male,1991-02-30,Kolkata,Maharashtra,2023/04/14,1475,Inactive
C0242,Pooja Iyer,poojaiyer@email.com,15235853,Female,1991-08-23,Jaipur,Maharashtra,2023-04-08,304,Active
C0243,Amit Singh,amitsingh@email,18328276,Male,16/05/1992,Jaipur,Uttar Pradesh,2024/04/12,ten,active
C0244,Meena Rao,meenarao@email,12896114,Male,22-07-1999,Jaipur,West Bengal,05/08/2024,331,Active
C0245,Anjali Rao,anjalirao@email.com,not_available,Female,16-01-1993,Pune,Delhi,22-12-2024,ten,Inactive
C0246,Sneha Malhotra,snehamalhotra@email.com,35252153,Female,1996-09-25,Bangalore,Delhi,12-01-2023,,Inactive
C0247,Meena Iyer,meenaiyer@email.com,39531518,Female,16/09/1988,Jaipur,Tamil Nadu,22/03/2023,756,active
C0248,Anjali Iyer,anjaliiyer@email.com,not_available,Female,23/12/1986,Jaipur,Delhi,2024-07-24,747,Active
C0249,Anjali Gupta,anjaligupta@email.com,11706503,Male,20-04-1999,Lucknow,Rajasthan,27/07/2024,,Inactive
C0250,Sneha Iyer,snehaiyer@email.com,16869968,Female,24-07-1987,Mumbai,Delhi,18/06/2023,ten,Active
C0251,Arjun Verma,arjunverma@email.com,22692411,Male,15-09-1990,Jaipur,Delhi,2024-10-10,ten,active
C0252,Meena Gupta,meenagupta@email.com,21868116,Female,23/04/1996,Kolkata,Karnataka,09-12-2024,,Inactive
C0253,Amit Verma,amitverma@email.com,15268772,Female,1993/09/09,Jaipur,Rajasthan,29/10/2023,ten,Active
C0254,Amit Rao,amitrao@email.com,26202342,Male,1998/07/07,Chennai,Tamil Nadu,2024/10/01,,Inactive
C0255,Sneha Singh,snehasingh@email.com,29623979,Female,07-12-2000,Jaipur,Telangana,2024-03-08,,Inactive
C0256,Neha Sharma,nehasharma@email.com,39840580,Male,1993-07-18,Delhi,Telangana,2023-07-28,ten,active
C0257,Meena Verma,meenaverma@email.com,13216180,Female,27-10-1998,Delhi,Uttar Pradesh,01/02/2024,,Inactive
C0258,Sneha Malhotra,snehamalhotra@email.com,20400331,Male,1991-02-30,Pune,Tamil Nadu,2023/07/18,614,active
C0259,Amit Verma,amitverma@email.com,22654955,Female,1989-03-12,Delhi,Rajasthan,22-04-2024,872,Active
C0260,Amit Kapoor,amitkapoor@email,36539479,Male,1998/05/22,Bangalore,Maharashtra,01-06-2024,,active
C0261,Karan Malhotra,karanmalhotra@email.com,37714932,Female,18-01-1994,Kolkata,Delhi,2023/04/28,1909,active
C0262,Pooja Gupta,poojagupta@email.com,36075795,Female,1998-12-07,Delhi,Rajasthan,10/06/2024,ten,active
C0263,Rahul Das,rahuldas@email.com,32633392,Male,1999-08-13,Chennai,Tamil Nadu,02/12/2024,296,Active
C0264,Pooja Malhotra,poojamalhotra@email.com,11134920,Male,05/10/2000,Mumbai,Maharashtra,25-02-2023,1424,active
C0265,Karan Verma,karanverma@email.com,38207542,Male,1997/11/24,Kolkata,Delhi,2024-10-18,ten,Inactive
C0266,Anjali Sharma,anjalisharma@email.com,15330615,Female,2000/09/20,Lucknow,Uttar Pradesh,2024-02-09,,active
C0267,Amit Malhotra,amitmalhotra@email.com,20281889,Female,07/12/1989,Delhi,Karnataka,2023-05-07,,Active
C0268,Anjali Gupta,anjaligupta@email.com,39735789,Male,1993-11-03,Bangalore,Karnataka,2023/08/15,724,Active
C0269,Neha Singh,nehasingh@email.com,25307297,Female,2000-01-19,Mumbai,Tamil Nadu,17/08/2024,,active
C0270, Sneha Singh ,snehasingh@email.com,18907677,Female,2000-01-22,Bangalore,Rajasthan,20/11/2023,,Active
C0271,Rahul Kapoor,rahulkapoor@email.com,25334117,Female,10/07/1990,Pune,Telangana,2024-05-13,ten,Active
C0272,Anjali Verma,anjaliverma@email.com,11820399,Male,18-04-1991,Delhi,Delhi,18/08/2024,,Inactive
C0273,Pooja Sharma,poojasharma@email.com,37087815,Female,16/05/1997,Bangalore,West Bengal,2024-05-28,1439,active
C0274,Sneha Malhotra,snehamalhotra@email.com,25565529,Male,28-03-1985,Lucknow,Rajasthan,11-02-2023,,active
C0275,Pooja Verma,poojaverma@email.com,26460562,Female,1990-12-06,Delhi,Delhi,2024/10/26,1469,Active
C0276,Karan Das,karandas@email.com,12572087,Female,28-11-1990,Jaipur,Tamil Nadu,12/06/2024,,active
C0277,Sneha Iyer,snehaiyer@email.com,27940697,Male,1995-10-25,Bangalore,Karnataka,2023/06/11,1127,Inactive
C0278,Neha Mehta,nehamehta@email.com,39571998,Female,1994-04-20,Delhi,Tamil Nadu,14-02-2023,,Inactive
C0279,Anjali Singh,anjalisingh@email.com,11413488,Female,1988-01-09,Delhi,Telangana,29-03-2023,,active
C0280,Anjali Iyer,anjaliiyer@email.com,29352170,Female,21/10/1995,Bangalore,Rajasthan,2024-04-09,1330,Active
C0281,Arjun Rao,arjunrao@email.com,22208096,Female,20-12-1987,Delhi,Maharashtra,06/04/2023,,Inactive
C0282,Amit Gupta,amitgupta@email,37065575,Female,04/02/1997,Jaipur,Rajasthan,2024-08-26,ten,active
C0283,Amit Das,amitdas@email.com,28474744,Male,1995-09-14,Kolkata,Maharashtra,2024-06-16,,active
C0284,Pooja Kapoor,poojakapoor@email.com,10413496,Female,04-03-1994,Hyderabad,Uttar Pradesh,28/07/2023,,Inactive
C0285,Karan Iyer,karaniyer@email.com,29913567,Male,04/01/1989,Chennai,West Bengal,17-12-2024,ten,Active
C0286,Pooja Malhotra,poojamalhotra@email,not_available,Male,1993-12-26,Lucknow,Uttar Pradesh,2023-04-01,ten,active
C0287,Pooja Kapoor,poojakapoor@email.com,22399145,Male,18/10/1986,Lucknow,West Bengal,11-01-2023,,Inactive
C0288,Karan Das,karandas@email.com,20622141,Female,1991-02-30,Chennai,Delhi,2023-06-11,,active
C0289,Arjun Kapoor,arjunkapoor@email,not_available,Female,08-01-2000,Kolkata,Rajasthan,2023/12/22,1160,Active
C0290,Anjali Mehta,anjalimehta@email.com,not_available,Female,1995-03-15,Pune,Maharashtra,2024/06/09,634,Inactive
C0291,Anjali Das,anjalidas@email.com,14176938,Female,27/07/2000,Delhi,West Bengal,2023/04/30,ten,Active
C0292,Arjun Mehta,arjunmehta@email,23243700,Female,2000/03/08,Mumbai,Uttar Pradesh,2024/11/20,ten,Active
C0293,Karan Singh,karansingh@email.com,10238224,Male,09-09-1995,Lucknow,Tamil Nadu,29-08-2023,,active
C0294,Pooja Mehta,poojamehta@email,36344327,Male,1989/07/20,Kolkata,Delhi,2024/05/08,419,Inactive
C0295,Sneha Iyer,snehaiyer@email.com,27531068,Female,20/11/1997,Lucknow,Delhi,2024/05/29,,active
C0296, Amit Iyer ,amitiyer@email.com,16548568,Female,14/09/1987,Pune,Telangana,2023/07/11,,Active
C0297,Rohan Iyer,rohaniyer@email.com,35428167,Female,02-10-1998,Hyderabad,West Bengal,04-07-2023,ten,Inactive
C0298,Pooja Verma,poojaverma@email.com,16956515,Male,21/01/1991,Bangalore,Uttar Pradesh,26-05-2024,ten,Inactive
C0299,Karan Malhotra,karanmalhotra@email,not_available,Male,1992/01/31,Delhi,Tamil Nadu,18/09/2023,,Inactive
C0300,Neha Iyer,nehaiyer@email.com,not_available,Male,1992/07/04,Pune,Tamil Nadu,13-08-2024,,active
C0301,Sneha Kapoor,snehakapoor@email.com,31565773,Male,06/02/2000,Pune,Uttar Pradesh,08/10/2024,1921,Active
C0302,Neha Singh,nehasingh@email.com,33729651,Female,1992/09/15,Pune,West Bengal,28-02-2024,ten,Active
C0303,Rahul Singh,rahulsingh@email,26415516,Male,1990-04-07,Delhi,Uttar Pradesh,2024-06-20,531,Active
C0304,Rohan Gupta,rohangupta@email.com,29065834,Male,26/06/1988,Delhi,Delhi,2024/11/10,733,active
C0305,Meena Iyer,meenaiyer@email.com,31892290,Female,15/02/1997,Kolkata,Telangana,22/12/2023,,Inactive
C0306,Pooja Verma,poojaverma@email,27310092,Male,29/11/1994,Pune,Telangana,2024-04-25,632,Inactive
C0307,Meena Iyer,meenaiyer@email.com,31358003,Female,1991-02-30,Kolkata,Uttar Pradesh,09-02-2024,ten,Active
C0308,Arjun Rao,arjunrao@email.com,26205008,Female,13/12/1989,Hyderabad,Telangana,27-02-2024,1380,Active
C0309,Amit Singh,amitsingh@email.com,38902681,Male,01/07/1991,Delhi,Delhi,2023-07-10,ten,active
C0310, Rohan Singh ,rohansingh@email.com,35824460,Female,01-11-1994,Pune,West Bengal,2024-12-14,284,active
C0311,Neha Singh,nehasingh@email.com,14997145,Female,05/04/1986,Delhi,Maharashtra,12/09/2023,,active
C0312,Pooja Sharma,poojasharma@email.com,33980599,Female,1989-06-20,Bangalore,Delhi,2024-07-16,,active
C0313,Meena Das,meenadas@email.com,32108863,Male,1989-06-16,Bangalore,Telangana,2024-08-21,,active
C0314,Pooja Sharma,poojasharma@email.com,12302251,Male,11/12/1985,Pune,Delhi,2023/03/03,,Inactive
C0315,Amit Malhotra,amitmalhotra@email.com,33876328,Male,30-05-1987,Delhi,Uttar Pradesh,02-01-2024,,active
C0316,Rahul Iyer,rahuliyer@email.com,34466456,Female,2000/11/06,Hyderabad,Karnataka,12-03-2023,,active
C0317,Rohan Das,rohandas@email.com,17165143,Female,1997-02-23,Chennai,Rajasthan,06/03/2023,,Active
C0318,Karan Iyer,karaniyer@email.com,30094346,Male,1997/05/15,Bangalore,Karnataka,02-02-2023,ten,Active
C0319,Meena Mehta,meenamehta@email.com,37003363,Male,1991-02-30,Pune,Tamil Nadu,2024-09-12,ten,Active
C0320,Pooja Iyer,poojaiyer@email.com,21798067,Male,1986-10-18,Hyderabad,Delhi,2023/03/14,,Active
C0321,Pooja Malhotra,poojamalhotra@email.com,39031215,Male,07-03-1987,Kolkata,Uttar Pradesh,2023/04/19,ten,Inactive
C0322,Meena Rao,meenarao@email.com,30958906,Female,03-05-1987,Pune,Rajasthan,2024/07/17,ten,active
C0323,Arjun Rao,arjunrao@email.com,13091524,Female,03-04-1992,Delhi,Delhi,2023-10-19,,Inactive
C0324, Amit Das ,amitdas@email.com,32602378,Male,23-02-1985,Mumbai,Delhi,2024/04/16,ten,Active
C0325,Amit Das,amitdas@email,37532822,Male,27-03-1993,Mumbai,Rajasthan,09-05-2024,ten,active
C0326,Anjali Verma,anjaliverma@email.com,18344434,Female,1998-05-09,Jaipur,Uttar Pradesh,04-05-2023,,Inactive
C0327,Anjali Sharma,anjalisharma@email.com,25458228,Male,21/03/1999,Bangalore,Delhi,20/11/2024,ten,active
C0328,Anjali Gupta,anjaligupta@email.com,12747478,Male,27/04/1996,Kolkata,Uttar Pradesh,2023-09-26,ten,active
C0329,Karan Rao,karanrao@email.com,10185197,Male,26-08-2000,Chennai,Maharashtra,30/09/2023,,active
C0330,Anjali Verma,anjaliverma@email.com,22628679,Female,11/07/1987,Bangalore,Rajasthan,23/09/2024,ten,Inactive
C0331,Amit Iyer,amitiyer@email.com,36716806,Male,03-01-1986,Chennai,Karnataka,2023-10-22,,active
C0332,Neha Das,nehadas@email.com,13192679,Female,1995/02/04,Bangalore,Delhi,2024-01-21,,active
C0333,Amit Sharma,amitsharma@email,34351202,Female,1991/05/16,Mumbai,Delhi,27/10/2023,ten,Active
C0334,Arjun Malhotra,arjunmalhotra@email.com,11013100,Male,2000/12/01,Delhi,Tamil Nadu,2024/06/26,,active
C0335,Meena Rao,meenarao@email.com,35853689,Female,1991-02-30,Delhi,Telangana,2024-02-01,ten,Inactive
C0336, Rohan Mehta ,rohanmehta@email.com,13322977,Male,27/05/1988,Jaipur,Tamil Nadu,09-08-2024,1445,active
C0337,Rohan Gupta,rohangupta@email.com,10937702,Male,21-05-1992,Hyderabad,Karnataka,16-03-2024,,Inactive
C0338,Anjali Singh,anjalisingh@email.com,not_available,Female,1992-02-14,Jaipur,Uttar Pradesh,07/11/2023,ten,Inactive
C0339,Rohan Singh,rohansingh@email.com,19038836,Male,20-03-1989,Chennai,Delhi,2024-01-03,,Inactive
C0340,Meena Singh,meenasingh@email.com,13518937,Male,08/04/1996,Chennai,Tamil Nadu,03/02/2023,,Active
C0341, Rohan Rao ,rohanrao@email.com,19176193,Female,29-12-1989,Pune,West Bengal,10/09/2023,1651,active
C0342,Rahul Gupta,rahulgupta@email.com,24279396,Male,14/07/1993,Kolkata,Maharashtra,07/04/2024,,Active
C0343,Pooja Malhotra,poojamalhotra@email.com,not_available,Female,1997-01-24,Lucknow,Uttar Pradesh,2023/11/08,ten,active
C0344,Amit Rao,amitrao@email.com,39054791,Male,1991-08-09,Bangalore,Karnataka,07/02/2024,,active
C0345, Meena Sharma ,meenasharma@email.com,39749944,Male,05-01-1989,Mumbai,Maharashtra,27/04/2023,ten,Inactive
C0346,Sneha Verma,snehaverma@email.com,19975653,Male,01-10-1996,Bangalore,Karnataka,2023-07-03,,active
C0347,Rohan Das,rohandas@email,11783757,Female,04-01-1995,Lucknow,West Bengal,2024-07-10,340,Inactive
C0348,Meena Mehta,meenamehta@email.com,not_available,Female,12/11/1989,Kolkata,Tamil Nadu,20-02-2023,ten,Active
C0349,Rahul Kapoor,rahulkapoor@email.com,37431890,Male,1985-10-28,Jaipur,Karnataka,2023/06/15,,Inactive
C0350,Anjali Gupta,anjaligupta@email,14324088,Female,11/08/1997,Jaipur,Maharashtra,2024-03-13,,active
C0351,Meena Singh,meenasingh@email.com,14958080,Male,1987/09/27,Kolkata,Maharashtra,2024/05/10,,active
C0352,Anjali Kapoor,anjalikapoor@email.com,30499255,Female,1990/10/29,Bangalore,Tamil Nadu,2024/12/26,1998,Active
C0353,Rahul Verma,rahulverma@email.com,27839475,Female,1985-07-16,Kolkata,Tamil Nadu,12-01-2023,1610,Inactive
C0354,Rohan Das,rohandas@email.com,18263771,Male,1986/07/10,Bangalore,Tamil Nadu,2023/12/05,1670,Inactive
C0355,Meena Iyer,meenaiyer@email.com,24619218,Female,19/10/1985,Delhi,Telangana,2024/08/01,,Inactive
C0356, Karan Sharma ,karansharma@email.com,28739629,Female,1989/09/03,Kolkata,Karnataka,07/08/2024,ten,Active
C0357,Anjali Verma,anjaliverma@email,12604909,Female,1991/12/01,Hyderabad,Tamil Nadu,2024/06/21,1553,Active
C0358, Neha Kapoor ,nehakapoor@email.com,31324334,Female,1985-11-03,Lucknow,Telangana,02-12-2023,,Active
C0359,Karan Singh,karansingh@email.com,16204103,Male,08/08/1989,Pune,West Bengal,2023-02-17,,Inactive
C0360,Rohan Sharma,rohansharma@email.com,16514570,Male,15-12-1997,Hyderabad,Karnataka,2023/06/11,757,Active
C0361,Rahul Gupta,rahulgupta@email.com,15855042,Female,21-07-1997,Chennai,Karnataka,2023/03/14,ten,Inactive
C0362, Sneha Malhotra ,snehamalhotra@email.com,not_available,Female,1994-12-14,Bangalore,West Bengal,2024/09/23,,active
C0363,Sneha Mehta,snehamehta@email,33563445,Female,2000-12-28,Mumbai,West Bengal,14/11/2023,ten,active
C0364,Pooja Mehta,poojamehta@email.com,29316271,Female,1988/03/23,Lucknow,West Bengal,2023-01-31,ten,active
C0365,Neha Kapoor,nehakapoor@email.com,37827829,Male,27-09-1995,Pune,Maharashtra,06/11/2023,ten,active
C0366, Anjali Rao ,anjalirao@email.com,25443273,Female,09-05-1990,Pune,Tamil Nadu,2023-06-27,ten,Inactive
C0367, Anjali Iyer ,anjaliiyer@email.com,15921516,Male,26/07/1987,Mumbai,Uttar Pradesh,02/12/2023,,Inactive
C0368,Rahul Verma,rahulverma@email.com,19902721,Female,1989-11-18,Chennai,Tamil Nadu,2024/11/28,1650,active
C0369, Anjali Das ,anjalidas@email.com,36717344,Female,1994/10/02,Delhi,Rajasthan,2024-07-16,,Active
C0370,Karan Kapoor,karankapoor@email.com,16335380,Female,1987-06-18,Jaipur,Uttar Pradesh,12-07-2024,ten,Inactive
C0371,Amit Iyer,amitiyer@email.com,28219612,Male,14/02/1988,Bangalore,Delhi,2023-03-15,ten,Active
C0372,Meena Rao,meenarao@email.com,30374835,Male,18/01/1988,Lucknow,Uttar Pradesh,19/07/2024,ten,active
C0373,Sneha Mehta,snehamehta@email.com,24205216,Female,1989-03-03,Delhi,Delhi,04/08/2024,ten,Inactive
C0374,Sneha Verma,snehaverma@email.com,15278538,Female,1998-01-06,Lucknow,Maharashtra,2024-06-19,,Active
C0375,Meena Verma,meenaverma@email.com,not_available,Female,2000/05/05,Kolkata,West Bengal,2024/08/10,1355,active
C0376,Sneha Das,snehadas@email.com,30520716,Male,1991/06/28,Hyderabad,Delhi,21/10/2023,,Active
C0377,Amit Malhotra,amitmalhotra@email.com,10816626,Male,1986/09/22,Bangalore,Karnataka,05/11/2024,616,active
C0378,Amit Das,amitdas@email.com,not_available,Male,19-09-2000,Bangalore,West Bengal,27/02/2024,,Active
C0379,Meena Singh,meenasingh@email.com,not_available,Female,1989/09/24,Jaipur,West Bengal,05/11/2023,,Inactive
C0380,Karan Mehta,karanmehta@email.com,not_available,Female,09/07/1993,Jaipur,Rajasthan,2024-06-26,ten,Active
C0381,Karan Kapoor,karankapoor@email,31292186,Female,1994/09/08,Chennai,Tamil Nadu,2024/06/16,ten,Inactive
C0382, Amit Kapoor ,amitkapoor@email,16015440,Female,1991-02-30,Chennai,Telangana,15-09-2023,117,Active
C0383,Rahul Gupta,rahulgupta@email.com,not_available,Male,24-01-1987,Jaipur,Karnataka,24-04-2023,,active
C0384,Rohan Iyer,rohaniyer@email.com,24045782,Female,25/10/1999,Hyderabad,Karnataka,2023/03/17,ten,Active
C0385,Arjun Rao,arjunrao@email,38228666,Female,1992/06/18,Bangalore,West Bengal,22-04-2023,ten,Inactive
C0386,Arjun Mehta,arjunmehta@email,20228368,Female,09/10/1998,Delhi,West Bengal,2023-06-02,ten,Active
C0387,Arjun Das,arjundas@email.com,10605706,Female,26/05/1988,Mumbai,Tamil Nadu,04/01/2023,1276,Inactive
C0388,Meena Verma,meenaverma@email,39937678,Male,1997/09/21,Pune,Rajasthan,24/03/2023,,active
C0389,Pooja Singh,poojasingh@email.com,18302430,Female,1991-02-30,Lucknow,Maharashtra,09/10/2024,,Inactive
C0390, Pooja Singh ,poojasingh@email.com,31604502,Female,20-10-1985,Delhi,Delhi,2023-12-14,ten,active
C0391,Rahul Rao,rahulrao@email.com,26665111,Male,27/08/1987,Lucknow,Delhi,2024-04-27,,Active
C0392,Amit Sharma,amitsharma@email.com,36895160,Male,1988/11/12,Mumbai,West Bengal,01-09-2024,1780,Active
C0393,Pooja Rao,poojarao@email.com,19036667,Male,26/07/1992,Delhi,Karnataka,2023-12-10,764,Active
C0394,Rohan Singh,rohansingh@email.com,not_available,Male,1994/04/24,Jaipur,Karnataka,17/01/2023,1233,Active
C0395,Rahul Sharma,rahulsharma@email.com,15630318,Male,1989/01/09,Hyderabad,West Bengal,26-02-2024,,Active
C0396,Anjali Sharma,anjalisharma@email.com,32594578,Male,17/05/1998,Chennai,Maharashtra,2024-06-26,1353,Inactive
C0397,Sneha Malhotra,snehamalhotra@email.com,13347387,Female,20-05-1996,Lucknow,Karnataka,2023-06-13,666,Active
C0398, Sneha Das ,snehadas@email.com,24883552,Male,1989/09/13,Delhi,West Bengal,2024-06-11,ten,Active
C0399,Pooja Iyer,poojaiyer@email.com,35093035,Male,18/04/1998,Mumbai,Tamil Nadu,27-02-2024,,active
C0400,Pooja Verma,poojaverma@email.com,36246260,Female,1995-07-26,Bangalore,West Bengal,2023/07/18,ten,active
C0401,Pooja Kapoor,poojakapoor@email.com,13130075,Male,1991-02-30,Pune,Tamil Nadu,30-10-2023,1264,Inactive
C0402,Anjali Singh,anjalisingh@email.com,20730537,Female,19-12-1997,Lucknow,Telangana,15/01/2023,ten,Inactive
C0403,Pooja Mehta,poojamehta@email.com,13747905,Male,05-05-1992,Delhi,West Bengal,2024-05-31,,active
C0404,Karan Rao,karanrao@email.com,not_available,Female,1995-10-02,Chennai,Karnataka,2024/01/03,ten,Active
C0405,Neha Sharma,nehasharma@email.com,not_available,Female,06-10-1995,Lucknow,Karnataka,21/12/2024,ten,Active
C0406,Sneha Iyer,snehaiyer@email,38976709,Male,2000-10-15,Mumbai,Rajasthan,2023/02/26,,Active
C0407,Neha Rao,neharao@email.com,not_available,Male,1993-03-14,Bangalore,Rajasthan,2023-09-02,ten,Inactive
C0408,Meena Gupta,meenagupta@email.com,35340197,Male,06-10-2000,Pune,Rajasthan,08/04/2024,ten,Inactive
C0409,Karan Verma,karanverma@email.com,14054208,Male,1995/07/19,Chennai,West Bengal,2023-03-31,,active
C0410,Amit Das,amitdas@email.com,21304173,Male,1986/09/23,Hyderabad,Uttar Pradesh,29-11-2024,,active
C0411, Sneha Rao ,sneharao@email.com,27450013,Female,1994-12-16,Jaipur,Rajasthan,2024/11/02,697,active
C0412,Anjali Malhotra,anjalimalhotra@email.com,18423560,Female,1997/04/21,Pune,Telangana,18-02-2023,1261,active
C0413,Rohan Iyer,rohaniyer@email.com,26813295,Male,24-09-1988,Bangalore,Tamil Nadu,2023-04-30,,active
C0414,Anjali Singh,anjalisingh@email.com,22813635,Female,21-11-1994,Lucknow,Karnataka,2024/06/30,,Active
C0415,Rahul Rao,rahulrao@email.com,18609014,Female,15/03/1996,Hyderabad,West Bengal,24-10-2023,ten,Inactive
C0416,Meena Kapoor,meenakapoor@email.com,15317220,Male,16/06/2000,Lucknow,Rajasthan,2023/04/05,1943,Active
C0417, Anjali Mehta ,anjalimehta@email.com,19408414,Female,1998/02/01,Chennai,West Bengal,2023-11-22,500,Inactive
C0418,Sneha Rao,sneharao@email.com,21472625,Male,26/04/1988,Chennai,West Bengal,01/03/2024,ten,active
C0419,Amit Rao,amitrao@email.com,19448229,Male,1994-04-17,Jaipur,Maharashtra,07/01/2023,394,Inactive
C0420,Rohan Rao,rohanrao@email.com,25447494,Female,03-12-1988,Hyderabad,West Bengal,26/07/2024,508,Active
C0421,Rahul Sharma,rahulsharma@email.com,37881289,Male,15/06/1988,Delhi,Maharashtra,11/10/2023,,Active
C0422,Anjali Kapoor,anjalikapoor@email.com,12544143,Female,13/01/1998,Kolkata,Delhi,23-09-2023,ten,Inactive
C0423, Rahul Singh ,rahulsingh@email.com,24688698,Male,03-03-1992,Hyderabad,Telangana,2024-06-26,831,Inactive
C0424,Pooja Singh,poojasingh@email.com,27348071,Female,14-02-1987,Pune,Maharashtra,2024/07/01,ten,Active
C0425,Rahul Singh,rahulsingh@email.com,26542119,Male,15/08/1996,Chennai,Maharashtra,03/03/2024,ten,Active
C0426,Neha Singh,nehasingh@email.com,25865357,Female,1985/05/23,Bangalore,Telangana,2023-01-30,ten,Active
C0427,Amit Singh,amitsingh@email.com,27291082,Male,07-06-2000,Delhi,West Bengal,2024-03-17,529,Active
C0428,Neha Sharma,nehasharma@email,20603868,Male,1999-10-19,Mumbai,Tamil Nadu,24-08-2024,1060,Active
C0429,Sneha Sharma,snehasharma@email.com,37919292,Male,1987/01/14,Kolkata,Maharashtra,2023-04-12,ten,Inactive
C0430,Pooja Mehta,poojamehta@email.com,25385952,Female,1991-04-28,Bangalore,West Bengal,2024-11-20,1585,Active
C0431,Sneha Rao,sneharao@email.com,16032660,Male,07-07-1994,Lucknow,Rajasthan,2024/12/22,934,Inactive
C0432,Rahul Verma,rahulverma@email.com,26675185,Male,11/05/1992,Kolkata,Uttar Pradesh,25/10/2023,ten,Active
C0433,Neha Iyer,nehaiyer@email.com,15230558,Male,2000-03-26,Mumbai,Karnataka,09/02/2024,ten,Inactive
C0434,Anjali Verma,anjaliverma@email.com,23746244,Female,14-10-1988,Lucknow,Telangana,2024/12/31,793,Inactive
C0435,Arjun Kapoor,arjunkapoor@email.com,12870393,Female,03/09/1995,Lucknow,Tamil Nadu,05-10-2024,,Active
C0436,Neha Sharma,nehasharma@email.com,18962046,Male,1986-07-13,Mumbai,West Bengal,22-04-2024,ten,active
C0437,Meena Iyer,meenaiyer@email.com,not_available,Female,1996/04/28,Mumbai,Uttar Pradesh,2024/04/05,,active
C0438,Meena Iyer,meenaiyer@email.com,26196250,Female,1991-02-30,Bangalore,Telangana,03/02/2024,,Active
C0439,Anjali Iyer,anjaliiyer@email.com,13884740,Female,22/10/1999,Pune,Telangana,2023-11-25,,Active
C0440,Anjali Sharma,anjalisharma@email.com,14502682,Male,1987/11/17,Jaipur,Rajasthan,01/01/2024,,active
C0441,Rahul Mehta,rahulmehta@email,29498781,Male,1990/07/22,Delhi,Rajasthan,08/02/2023,1313,Inactive
C0442,Arjun Gupta,arjungupta@email,36224042,Female,1996/07/18,Pune,Maharashtra,2024-05-15,,Inactive
C0443,Pooja Kapoor,poojakapoor@email.com,36787259,Male,1996/02/22,Kolkata,Tamil Nadu,2023/10/22,,Active
C0444, Rohan Gupta ,rohangupta@email.com,not_available,Female,1994-01-07,Jaipur,Tamil Nadu,2023-12-22,,Inactive
C0445,Rohan Malhotra,rohanmalhotra@email.com,38982189,Male,1991/09/23,Delhi,Karnataka,13/08/2024,ten,Active
C0446,Meena Das,meenadas@email.com,28241981,Male,23/04/1999,Bangalore,Telangana,21/03/2024,,active
C0447,Neha Mehta,nehamehta@email.com,35629202,Male,1994/04/02,Chennai,Delhi,2023/09/09,1423,active
C0448,Meena Malhotra,meenamalhotra@email,33366383,Male,1994-10-13,Delhi,West Bengal,2023-01-21,513,Active
C0449,Sneha Gupta,snehagupta@email.com,34554690,Male,08/09/1991,Chennai,Maharashtra,2024-08-07,ten,Inactive
C0450,Anjali Malhotra,anjalimalhotra@email.com,20436642,Female,1990-08-25,Chennai,Uttar Pradesh,12-08-2023,,Active
C0451, Amit Mehta ,amitmehta@email.com,38941961,Female,1991/02/28,Kolkata,Uttar Pradesh,01-05-2024,,active
C0452,Amit Kapoor,amitkapoor@email.com,23199490,Male,1995/08/30,Chennai,Telangana,19/07/2024,,active
C0453,Sneha Verma,snehaverma@email.com,26780562,Female,30/12/1996,Mumbai,Tamil Nadu,01-11-2023,895,Active
